topic,year,count
Of Big Data,2020,1
Of Cultural Tourism,2020,1
Of Culture,2020,1
Of Destination Brand,2020,1
Of Destination Image,2020,1
Of Hajj,2020,1
Of Machine Learning,2020,1
Of Rural Tourism,2020,1
Of Smart Tourism,2020,1
Of The Tourism,2020,1
Of Tourist Destination,2020,1
Of Tourists,2020,1
Of Unesco World,2020,1
Of Virtual,2020,1
Of Virtual Reality,2020,1
On Blockchain,2020,1
On Cultural Heritage,2020,1
On Digital,2020,1
On Machine Learning,2020,1
On The Tourism,2020,1
On Tourism And,2020,1
On Tourists,2020,1
One Belt,2020,1
One Belt One,2020,1
One Road,2020,1
Open Source Technology,2020,1
Outbound Tourism,2020,1
Participation In Heritage,2020,1
Partnership,2020,1
Pilgrimage To,2020,1
Pilgrimage To Mecca,2020,1
Post-Conflict Tourism,2020,1
Pottery,2020,1
Preservation Of,2020,1
Preservation Of Cultural,2020,1
Regulation,2020,1
Research Innovation,2020,1
Smart City,2020,1
Social Media Data,2020,1
Social Media Marketing,2020,1
Sports Tourism,2020,1
Study Of Tourism,2020,1
Supply Chains,2020,1
Sustainability In,2020,1
Sustainability Of,2020,1
Sustainable Festival,2020,1
Temple,2020,1
Text Summarization,2020,1
The Arab Spring,2020,1
The Arabic Language,2020,1
The Digital Age,2020,1
The Digital Twin,2020,1
The Great Silk,2020,1
The One Belt,2020,1
The Tourism Sector,2020,1
To Destination,2020,1
To Mecca,2020,1
To Sustainable,2020,1
To Tourism,2020,1
Tour,2020,1
Tourism An,2020,1
Tourism And Cultural,2020,1
Tourism And The,2020,1
Tourism Destination Brand,2020,1
Tourism Destination In,2020,1
Tourism Destinations,2020,1
Tourism Education,2020,1
Tourism Heritage,2020,1
Tourism Image,2020,1
Tourism In Saudi,2020,1
Tourism Marketing,2020,1
Tourism Policy,2020,1
Tourism Potential,2020,1
Tourism Products,2020,1
Tourism Promotion,2020,1
Tourism To,2020,1
Tourist Satisfaction,2020,1
Tourist Satisfaction And,2020,1
Travel And Tourism,2020,1
Travel Motivation,2020,1
Travel Planning,2020,1
Umrah,2020,1
Umrah Pilgrimage,2020,1
University,2020,1
Unwto,2020,1
Urban Heritage,2020,1
Urban Tourism,2020,1
Using Machine Learning,2020,1
Visitor,2020,1
War Heritage,2020,1
أ,2020,1
و,2020,1
乡村旅游,2020,1
伊斯兰,2020,1
可持续,2020,1
可持续发展,2020,1
大学,2020,1
数字,2020,1
文化交流,2020,1
旅游动机,2020,1
社区参与,2020,1
红色旅游,2020,1
经济发展,2020,1
跨文化,2020,1
3D Digital,2021,1
Abroad,2021,1
Accessible Tourism,2021,1
Against,2021,1
Air,2021,1
Along The Silk,2021,1
And Augmented Reality,2021,1
And Dark Tourism,2021,1
And Deep Learning,2021,1
And Destination Image,2021,1
And Smart Tourism,2021,1
And Sustainable Tourism,2021,1
And The Heritage,2021,1
And Tourism Industry,2021,1
Arab Women,2021,1
Arab-Israeli,2021,1
Arabic And English,2021,1
Arabic Calligraphy,2021,1
Arabic Version,2021,1
Archaeological,2021,1
Archaeological Site,2021,1
Archaeology,2021,1
Artifacts,2021,1
As Tourism,2021,1
As Tourist,2021,1
Big Data Analytics,2021,1
Built Heritage,2021,1
By Destination,2021,1
Chains,2021,1
Community-Based Tourism,2021,1
Conservation Of,2021,1
Cruise Tourism,2021,1
Culinary Tourism,2021,1
Cultural Heritage Knowledge,2021,1
Cultural Heritage Through,2021,1
Cultural Tourism Destination,2021,1
Cultures,2021,1
Data Forecasting,2021,1
Database,2021,1
Destination Brand Equity,2021,1
Destination Competitiveness,2021,1
Destination In,2021,1
Destination Marketing,2021,1
Difficult Heritage,2021,1
Digital Age,2021,1
Digital Cultural,2021,1
Digital Cultural Heritage,2021,1
Digital Marketing,2021,1
Digital Museum,2021,1
Digital Product,2021,1
Digital Reconstruction,2021,1
Digital Twin Technology,2021,1
Digital Twins,2021,1
Domain,2021,1
Douyin,2021,1
Economy Of,2021,1
Educational,2021,1
Educational Tourism,2021,1
Egyptian Museum,2021,1
Emerging Research,2021,1
Environmental Sustainability,2021,1
Exhibition,2021,1
Exports By Destination,2021,1
Festival Tourism,2021,1
Gcc Countries,2021,1
Green Innovation,2021,1
Guides,2021,1
Hajj And Umrah,2021,1
Health Tourism,2021,1
Heritage And Cultural,2021,1
Heritage And Sustainable,2021,1
Heritage And Tourism,2021,1
Heritage Conservation,2021,1
Heritage Destination,2021,1
Heritage Diplomacy,2021,1
Heritage In The,2021,1
Heritage Interpretation,2021,1
Heritage Knowledge,2021,1
Heritage Law,2021,1
Heritage Representation,2021,1
Heritage Research,2021,1
Heritage Tourism And,2021,1
Heritage Tourism In,2021,1
Hospitality And Tourism,2021,1
Hotels In,2021,1
Hurghada,2021,1
In Ai,2021,1
In Arabic,2021,1
In China,2021,1
In Dark Tourism,2021,1
In Digital,2021,1
In Education,2021,1
In Heritage Tourism,2021,1
In Hospitality,2021,1
In Hospitality And,2021,1
In Sustainable,2021,1
In Sustainable Tourism,2021,1
In The Digital,2021,1
In The Tourism,2021,1
In Tourism Destination,2021,1
In Tourism In,2021,1
In Tourism Research,2021,1
In Virtual,2021,1
Industrial Heritage,2021,1
Information Extraction,2021,1
Intercultural Dialogue,2021,1
Interfaith,2021,1
Interfaith Dialogue,2021,1
International Tourism,2021,1
Islamic,2021,1
Journey,2021,1
Knowledge Graph,2021,1
Language Learning,2021,1
Learning In,2021,1
Machine Learning-Based,2021,1
Mainland,2021,1
Maritime Silk,2021,1
Maritime Silk Road,2021,1
Market,2021,1
Marketing Strategy,2021,1
Mass Tourism,2021,1
Medical Tourism,2021,1
Monuments,2021,1
Mosque,2021,1
Museum Marketing,2021,1
Museums,2021,1
Natural Heritage,2021,1
Of Ai,2021,1
Of Arabic Calligraphy,2021,1
Of Artificial,2021,1
Of Artificial Intelligence,2021,1
Of Blockchain,2021,1
Of China,2021,1
Of Deep Learning,2021,1
Of Heritage Tourism,2021,1
Of Muslim,2021,1
Of Pilgrimage,2021,1
Of Religious Tourism,2021,1
Of Silk,2021,1
Of The Art,2021,1
Of The Digital,2021,1
Of The Silk,2021,1
Of The Tourism,2021,1
Of Travel,2021,1
Of Unesco,2021,1
Of World Heritage,2021,1
On Blockchain,2021,1
On Destination Image,2021,1
On Machine Learning,2021,1
Overtourism,2021,1
Participatory,2021,1
Partnership,2021,1
Policy Planning,2021,1
Pottery,2021,1
Preservation,2021,1
Religious Tourism,2021,1
Research In Tourism,2021,1
School,2021,1
Short Video Marketing,2021,1
Silk Road Initiative,2021,1
Slow Tourism,2021,1
Smart Cities,2021,1
Smart City,2021,1
Smart Tourism Destinations,2021,1
Spain,2021,1
Sport Tourism,2021,1
Strategy Of,2021,1
Supply Chains,2021,1
Sustainability Of,2021,1
Sustainable Cultural,2021,1
Sustainable Heritage,2021,1
Taiwan,2021,1
Temple,2021,1
Thailand,2021,1
The Cultural Heritage,2021,1
The Digital Age,2021,1
The Maritime Silk,2021,1
The Tourism Industry,2021,1
To Cultural Heritage,2021,1
Tourism And Cultural,2021,1
Tourism And Hospitality,2021,1
Tourism And The,2021,1
Tourism Communication,2021,1
Tourism Demand Forecasting,2021,1
Tourism Diversification,2021,1
Tourism Heritage,2021,1
Tourism Industry In,2021,1
Tourism Products,2021,1
Tourism Promotion,2021,1
Tourism Sector,2021,1
Tourism Sites,2021,1
Tourism Supply,2021,1
Tourism Village,2021,1
Tourist Attractions,2021,1
Tourist Destinations,2021,1
Tourist Perception,2021,1
Trade,2021,1
Training,2021,1
Travel And Tourism,2021,1
Travel Intentions,2021,1
Travellers,2021,1
Umrah,2021,1
Video Marketing,2021,1
Virtual Reality,2021,1
Virtual Reconstruction,2021,1
Virtual Reconstruction Of,2021,1
Visitor,2021,1
World Heritage Committee,2021,1
World Tourism,2021,1
a,2021,1
h,2021,1
i,2021,1
l,2021,1
m,2021,1
o,2021,1
r,2021,1
s,2021,1
t,2021,1
u,2021,1
ء,2021,1
أ,2021,1
ش,2021,1
ض,2021,1
一带一路,2021,1
伊斯兰,2021,1
伊斯兰教法,2021,1
博物馆,2021,1
展览,2021,1
教育,2021,1
文化,2021,1
社交媒体,2021,1
美食旅游,2021,1
阿拉伯,2021,1
Accessible Tourism,2022,1
Ai Chatbot,2022,1
Along The Silk,2022,1
And Deep Learning,2022,1
And Event Tourism,2022,1
And Heritage Tourism,2022,1
And Smart Tourism,2022,1
And The Arab,2022,1
And Tourism In,2022,1
And Tourism Integration,2022,1
And Virtual Reality,2022,1
Application Of Digital,2022,1
Arab Emirates,2022,1
Arab Region,2022,1
Arab Women,2022,1
Arabic Calligraphy,2022,1
Arabic Language,2022,1
Arabic Language Education,2022,1
Artistic,2022,1
Authentic Culture,2022,1
Belt One,2022,1
Belt One Road,2022,1
Between China And,2022,1
Calligraphy,2022,1
Chain,2022,1
Chinese Outbound Tourists,2022,1
Colloquial Arabic,2022,1
Community Based Tourism,2022,1
Community Engagement,2022,1
Conservation In,2022,1
Cruise,2022,1
Cultural And Tourism,2022,1
Cultural Heritage Conservation,2022,1
Cultural Heritage Of,2022,1
Cultural Heritage Protection,2022,1
Cultural Heritage Through,2022,1
Cultural Innovation,2022,1
Culture Communication,2022,1
Culture Of,2022,1
Data-Driven,2022,1
Dataset,2022,1
Destination Choice,2022,1
Destination Image Formation,2022,1
Destination Image Through,2022,1
Destination In,2022,1
Destination Loyalty,2022,1
Destination Marketing,2022,1
Digital Data,2022,1
Digital Innovation,2022,1
Digital Marketing,2022,1
Digital Model,2022,1
Digital Photogrammetry,2022,1
Digital Preservation,2022,1
Digital Strategy,2022,1
Digital Transformation,2022,1
Digital Twin For,2022,1
Education In,2022,1
Egyptian Museum,2022,1
English-Arabic,2022,1
Event Linking,2022,1
Event Tourism,2022,1
Exhibitions,2022,1
Exports By Destination,2022,1
For Sustainable Tourism,2022,1
Foreign Policy,2022,1
Global Economy,2022,1
Global Tourism,2022,1
Global Travel,2022,1
Green Festival,2022,1
Gulf States,2022,1
Hajj And Umrah,2022,1
Heritage And Cultural,2022,1
Heritage And The,2022,1
Heritage And Tourism,2022,1
Heritage At,2022,1
Heritage At Risk,2022,1
Heritage Destination,2022,1
Heritage In The,2022,1
Heritage Information,2022,1
Heritage Listing,2022,1
Heritage Of The,2022,1
Heritage Preservation,2022,1
Heritage Protection,2022,1
Heritage Restoration,2022,1
Hospitality Industry,2022,1
Hotel,2022,1
Hotels,2022,1
Hotels In,2022,1
Image And Destination,2022,1
In Arabic,2022,1
In Dark Tourism,2022,1
In Destination,2022,1
In Digital,2022,1
In Dubai,2022,1
In Heritage Tourism,2022,1
In Museum,2022,1
In Saudi Arabia,2022,1
In Tourism In,2022,1
In Tourism Research,2022,1
Intangible Heritage,2022,1
Islamic,2022,1
Knowledge Graph Construction,2022,1
Language Education,2022,1
Learning Models,2022,1
Literary Tourism,2022,1
Local Destination,2022,1
Machine Learning Models,2022,1
Marketing On,2022,1
Markets,2022,1
Mecca,2022,1
Media Marketing,2022,1
Medical Tourism,2022,1
Medina,2022,1
Monuments,2022,1
Mountain,2022,1
Multilingual Event,2022,1
Music Festival,2022,1
New Tourism,2022,1
North Africa,2022,1
Object Detection,2022,1
Of Ai,2022,1
Of Artificial,2022,1
Of Artificial Intelligence,2022,1
Of Augmented Reality,2022,1
Of Blockchain,2022,1
Of Climate,2022,1
Of Climate Change,2022,1
Of Dark Tourism,2022,1
Of Deep Learning,2022,1
Of Destination Image,2022,1
Of Digital Cultural,2022,1
Of Heritage Tourism,2022,1
Of Metaverse,2022,1
Of Pilgrimage,2022,1
Of Religious Tourism,2022,1
Of The Art,2022,1
Of The Digital,2022,1
Of Tourism Destination,2022,1
Of Tourism In,2022,1
Of Unesco,2022,1
Of Virtual,2022,1
Of Virtual Reality,2022,1
Of World Heritage,2022,1
On Destination,2022,1
On Heritage,2022,1
On The Tourism,2022,1
One Belt,2022,1
One Belt One,2022,1
One Road,2022,1
Online Heritage,2022,1
Online Tourism,2022,1
Outbound Tourists,2022,1
Overtourism,2022,1
Palace,2022,1
Participatory,2022,1
Pilgrimage Tourism,2022,1
Pilgrims,2022,1
Policy Coordination,2022,1
Research In Tourism,2022,1
Road To,2022,1
Roads,2022,1
School,2022,1
Short Video Marketing,2022,1
Silk Road Tourism,2022,1
Small Tourism,2022,1
Smart Data,2022,1
Smart Tourism Destinations,2022,1
Social Media Marketing,2022,1
Strategy Of,2022,1
Study Of Tourism,2022,1
Supply Chain,2022,1
Sustainability In The,2022,1
Sustainability Of,2022,1
Sustainable Heritage,2022,1
Taiwan,2022,1
Text Classification,2022,1
Thailand,2022,1
The Arab Gulf,2022,1
The Arab Region,2022,1
The Digital Twin,2022,1
The United Arab,2022,1
To Mecca,2022,1
To Sustainable,2022,1
Tour,2022,1
Tourism At,2022,1
Tourism Carrying,2022,1
Tourism Carrying Capacity,2022,1
Tourism Communication,2022,1
Tourism Demand Forecasting,2022,1
Tourism Destination Brand,2022,1
Tourism Diversification,2022,1
Tourism Industry In,2022,1
Tourism Innovation,2022,1
Tourism Product,2022,1
Tourism Promotion,2022,1
Tourism Resources,2022,1
Tourism To,2022,1
Tourist Perception,2022,1
Tourist Satisfaction And,2022,1
Traditional Culture,2022,1
Travel And Tourism,2022,1
Travel Intentions,2022,1
Umrah,2022,1
Under The Belt,2022,1
Unesco Global,2022,1
Unesco Global Geopark,2022,1
United Arab,2022,1
United Arab Emirates,2022,1
University,2022,1
User Generated Content,2022,1
Video Marketing,2022,1
Visitor,2022,1
Wellness Tourism,2022,1
World Cultural Heritage,2022,1
World Heritage Committee,2022,1
ئ,2022,1
خ,2022,1
ظ,2022,1
中国,2022,1
乡村旅游,2022,1
保护,2022,1
大学,2022,1
建筑,2022,1
微信,2022,1
技术,2022,1
文化交流,2022,1
贸易,2022,1
 ,2023,1
"""",2023,1
",",2023,1
3D Cultural Heritage,2023,1
Abroad,2023,1
Ai On,2023,1
Ancient City,2023,1
And Dark Tourism,2023,1
And Deep Learning,2023,1
And Destination Image,2023,1
And Generative Ai,2023,1
And Heritage Tourism,2023,1
And Smart Tourism,2023,1
And Sustainable Tourism,2023,1
And Tourism Industry,2023,1
Arab Countries,2023,1
Arab-Israeli,2023,1
Arabic Calligraphy,2023,1
Archaeological Heritage,2023,1
Architectural Heritage,2023,1
Augmented Reality,2023,1
Belt One,2023,1
Belt One Road,2023,1
Between China And,2023,1
Big Data Analytics,2023,1
Buffer Zone,2023,1
Built Heritage,2023,1
Cairo,2023,1
Carrying Capacity,2023,1
City Branding,2023,1
Community Heritage,2023,1
Conservation In,2023,1
Creative Tourism,2023,1
Cultural Heritage Conservation,2023,1
Cultural Heritage Knowledge,2023,1
Cultural Heritage Protection,2023,1
Cultural Innovation,2023,1
Cultural Museum,2023,1
Culture And Tourism,2023,1
Culture Communication,2023,1
Dark Heritage,2023,1
Dark Tourism In,2023,1
Database,2023,1
Destination Choice,2023,1
Destination Country,2023,1
Destination Governance,2023,1
Destination Image In,2023,1
Destination Image On,2023,1
Destination In,2023,1
Digital Age,2023,1
Digital Cultural,2023,1
Digital Economy,2023,1
Digital Infrastructure,2023,1
Digital Marketing,2023,1
Digital Preservation,2023,1
Digital Preservation Of,2023,1
Digital Twin For,2023,1
Domain,2023,1
Domestic Tourism,2023,1
Dubai,2023,1
Earthquake,2023,1
Ecotourism,2023,1
Environments,2023,1
Ethnography,2023,1
Exhibitions,2023,1
Festival Tourism,2023,1
Generative Ai And,2023,1
Generative Ai For,2023,1
Generative Ai In,2023,1
Global Economy,2023,1
Global Heritage,2023,1
Global Museum,2023,1
Great Silk,2023,1
Great Silk Road,2023,1
Green Innovation,2023,1
Green Tourism,2023,1
Gulf States,2023,1
Heritage And Sustainable,2023,1
Heritage And The,2023,1
Heritage Authenticity,2023,1
Heritage City,2023,1
Heritage Conservation In,2023,1
Heritage Data,2023,1
Heritage Heritage,2023,1
Heritage Information,2023,1
Heritage Knowledge,2023,1
Heritage Knowledge Graph,2023,1
Heritage Of,2023,1
Heritage Of The,2023,1
Heritage Protection,2023,1
Heritage Sites In,2023,1
Heritage Tourism Planning,2023,1
Heritage Value,2023,1
Hospitality And Tourism,2023,1
Hotel,2023,1
Hotels,2023,1
Hotels In,2023,1
Hurghada,2023,1
In Ai,2023,1
In Arabic,2023,1
In Education,2023,1
In Heritage Tourism,2023,1
In Rural Tourism,2023,1
In Sustainable,2023,1
In Sustainable Tourism,2023,1
In The Digital,2023,1
In Tourism And,2023,1
In Tourism Destination,2023,1
In Tourism Research,2023,1
In Unesco,2023,1
Incense,2023,1
Industrial Heritage,2023,1
Intangible Heritage,2023,1
International Tourism Policy,2023,1
Islam,2023,1
Jeddah,2023,1
Knowledge Graph And,2023,1
Knowledge Graph Construction,2023,1
Knowledge Graphs,2023,1
Law,2023,1
Learning In,2023,1
Learning Methods,2023,1
Local Culture,2023,1
Machine Learning And,2023,1
Marketing Strategies,2023,1
Mobile Technology,2023,1
Modern Industry,2023,1
Music,2023,1
Natural Heritage,2023,1
New Tourism,2023,1
Nft,2023,1
Of Ai And,2023,1
Of Ai-Generated,2023,1
Of Arab,2023,1
Of Arabic,2023,1
Of Arabic Calligraphy,2023,1
Of Augmented Reality,2023,1
Of Belt,2023,1
Of Belt And,2023,1
Of Culture,2023,1
Of Destination Brand,2023,1
Of Digital Cultural,2023,1
Of Hajj,2023,1
Of Muslim,2023,1
Of Silk,2023,1
Of Sustainable Tourism,2023,1
Of The Arab,2023,1
Of The Art,2023,1
Of The Digital,2023,1
Of The Tourism,2023,1
Of Tourism Destination,2023,1
Of Travel,2023,1
Of Umrah,2023,1
On Destination,2023,1
On Tourist,2023,1
On Tourists,2023,1
One Belt,2023,1
One Belt One,2023,1
One Road,2023,1
Online Destination,2023,1
Online Exhibition,2023,1
Online Travel,2023,1
Participatory,2023,1
Pilgrimage And Tourism,2023,1
Policy On,2023,1
Quantitative Research,2023,1
Recommender,2023,1
Recommender Systems,2023,1
Red Tourism,2023,1
Regulations,2023,1
Research In Tourism,2023,1
Research On Tourism,2023,1
Riyadh,2023,1
Riyadh Season,2023,1
Road Cultural,2023,1
Road Tourism,2023,1
Roadmap,2023,1
Silk Road Tourism,2023,1
Small Data,2023,1
Smart Tourism And,2023,1
Social Media Destination,2023,1
Sport Tourism,2023,1
Supply Chains,2023,1
Sustainable Heritage,2023,1
Sustainable Tourism And,2023,1
Temple,2023,1
The Arab Spring,2023,1
The Digital Age,2023,1
The Great Silk,2023,1
The One Belt,2023,1
The Pilgrimage To,2023,1
The Tourism Sector,2023,1
The United Arab,2023,1
To Tourism,2023,1
Tourism An,2023,1
Tourism And Pilgrimage,2023,1
Tourism And The,2023,1
Tourism At,2023,1
Tourism Cooperation,2023,1
Tourism Destination Brand,2023,1
Tourism Destination Governance,2023,1
Tourism Destination In,2023,1
Tourism Heritage,2023,1
Tourism Image,2023,1
Tourism In Saudi,2023,1
Tourism Innovation,2023,1
Tourism Marketing,2023,1
Tourism Planning,2023,1
Tourism Village,2023,1
Tourist Attractions,2023,1
Tourist Behavior,2023,1
Tourist Satisfaction,2023,1
Training,2023,1
Travel To,2023,1
Travelers,2023,1
Travellers,2023,1
Tripoli,2023,1
Tripoli Lebanon,2023,1
Umrah,2023,1
Umrah Pilgrimage,2023,1
Urban Heritage,2023,1
User Generated Content,2023,1
Virtual Reality In,2023,1
World Cultural Heritage,2023,1
[,2023,1
],2023,1
a,2023,1
b,2023,1
d,2023,1
i,2023,1
m,2023,1
o,2023,1
r,2023,1
s,2023,1
t,2023,1
u,2023,1
市场,2023,1
文化旅游,2023,1
文化经济,2023,1
智慧旅游,2023,1
朝圣者,2023,1
游客,2023,1
目的地,2023,1
目的地形象,2023,1
经济发展,2023,1
跨文化,2023,1
Against,2024,1
Agriculture,2024,1
Ai On,2024,1
Ai-Generated,2024,1
Air,2024,1
Along The Silk,2024,1
Ancient City,2024,1
And Destination Loyalty,2024,1
And Event Tourism,2024,1
And Tourism In,2024,1
And Tourism Industry,2024,1
Arab Countries,2024,1
Arab Emirates,2024,1
Arab Women,2024,1
Arab-Israeli,2024,1
Arabic And English,2024,1
Arabic Calligraphy,2024,1
Arabic Coffee,2024,1
Arabic Language,2024,1
Arabic Teaching,2024,1
Archaeological Heritage,2024,1
Artifacts,2024,1
Arts,2024,1
Belt One,2024,1
Belt One Road,2024,1
Calligraphy,2024,1
China And The,2024,1
Chinese Tourists,2024,1
City Branding,2024,1
Community Engagement,2024,1
Community Participation,2024,1
Community Participation In,2024,1
Conservation Area,2024,1
Conservation Of,2024,1
Cruise,2024,1
Cruise Tourism,2024,1
Cultural And Tourism,2024,1
Cultural Heritage Preservation,2024,1
Cultural Heritage Sites,2024,1
Cultural Heritage Through,2024,1
Cultural Heritage With,2024,1
Cultural Tourism In,2024,1
Cultures,2024,1
Dark Tourism In,2024,1
Data Mining,2024,1
Destination Brand Equity,2024,1
Destination Country,2024,1
Destination Governance,2024,1
Destination Image And,2024,1
Destination Image On,2024,1
Destination Loyalty,2024,1
Destination Mapping,2024,1
Difficult Heritage,2024,1
Digital Cultural Heritage,2024,1
Digital Information,2024,1
Digital Innovation,2024,1
Digital Tourism,2024,1
Digital Twins,2024,1
Dissonant Heritage,2024,1
Domain,2024,1
Dubai,2024,1
Economy Cooperation,2024,1
Economy Of,2024,1
Event Tourism,2024,1
Gcc Countries,2024,1
Green Destination,2024,1
Green Tourism,2024,1
Heritage And Tourism,2024,1
Heritage As,2024,1
Heritage City,2024,1
Heritage Diplomacy,2024,1
Heritage In,2024,1
Heritage In The,2024,1
Heritage Interpretation,2024,1
Heritage Of The,2024,1
Heritage Preservation,2024,1
Heritage Tourism And,2024,1
Heritage Tourism In,2024,1
Heritage Tourism Sites,2024,1
Historic City,2024,1
Hotels In,2024,1
In Ai,2024,1
In Dark Tourism,2024,1
In Destination,2024,1
In Digital,2024,1
In Sustainable Tourism,2024,1
In Tourism And,2024,1
In Tourism Destination,2024,1
Incense,2024,1
Inclusive Tourism,2024,1
Industrial Heritage,2024,1
Intangible Heritage,2024,1
International Tourism,2024,1
Journey,2024,1
Law,2024,1
Maritime Silk,2024,1
Maritime Silk Road,2024,1
Marketing On,2024,1
Marketing Strategies For,2024,1
Markets,2024,1
Modern Tourism,2024,1
Monuments,2024,1
Music,2024,1
Muslim Religious,2024,1
Natural Heritage,2024,1
New Silk Road,2024,1
Of Arabic Language,2024,1
Of Cultural Tourism,2024,1
Of Dark Tourism,2024,1
Of Destination Brand,2024,1
Of Heritage,2024,1
Of Religious Tourism,2024,1
Of Sustainable Tourism,2024,1
Of The Arab,2024,1
Of The Belt,2024,1
Of Tourism And,2024,1
Of Tourism Destination,2024,1
Of Tourist Destination,2024,1
Of Travel,2024,1
Of Virtual,2024,1
On Blockchain,2024,1
On China,2024,1
On Machine Learning,2024,1
On Tourism And,2024,1
On Tourists,2024,1
One Belt,2024,1
One Belt One,2024,1
One Road,2024,1
Online Tourism,2024,1
Participation In,2024,1
Pilgrimage Tourism,2024,1
Pilgrims,2024,1
Policy Capacity Building,2024,1
Policy In,2024,1
Policy Policy,2024,1
Preservation Of,2024,1
Preservation Of Cultural,2024,1
Qualitative Research,2024,1
Recommender System,2024,1
Recommender Systems,2024,1
Research In Tourism,2024,1
Responsible Tourism,2024,1
Road Tourism,2024,1
School,2024,1
Service Innovation,2024,1
Silk Road Tourism,2024,1
Small City,2024,1
Smart City,2024,1
Smart Destination,2024,1
Smart Technology,2024,1
Study Of Tourism,2024,1
Supply Chain,2024,1
Sustainability In The,2024,1
Sustainable City,2024,1
Sustainable Tourism In,2024,1
Sustainable Travel,2024,1
Taiwan,2024,1
Thailand,2024,1
The Maritime Silk,2024,1
The New Silk,2024,1
The One Belt,2024,1
The United Arab,2024,1
Tour,2024,1
Tourism An,2024,1
Tourism And Heritage,2024,1
Tourism And The,2024,1
Tourism At,2024,1
Tourism Carrying,2024,1
Tourism Carrying Capacity,2024,1
Tourism Destination In,2024,1
Tourism Education,2024,1
Tourism Forecasting,2024,1
Tourism Product,2024,1
Tourism Supply,2024,1
Tourism Village,2024,1
Tourist Attractions,2024,1
Tourist Gaze,2024,1
Tourist Satisfaction And,2024,1
Traditional Market,2024,1
Travel And Tourism,2024,1
Travel Industry,2024,1
Travel Intention,2024,1
Travellers,2024,1
Under The Belt,2024,1
United Arab,2024,1
United Arab Emirates,2024,1
University,2024,1
Virtual Reality In,2024,1
Virtual Reconstruction,2024,1
Visitors,2024,1
Wellness Tourism,2024,1
Wine Tourism,2024,1
World Cultural Heritage,2024,1
World Heritage Site,2024,1
传统文化,2024,1
保护区,2024,1
创新融合,2024,1
区域传播,2024,1
技术,2024,1
旅游优化,2024,1
游客体验,2024,1
环境,2024,1
穆斯林,2024,1
红色旅游,2024,1
阿拉伯,2024,1
 ,2025,1
"""",2025,1
",",2025,1
Adventure Tourism,2025,1
Against,2025,1
Agriculture,2025,1
Along The Silk,2025,1
Ancient City,2025,1
And Big Data,2025,1
And Community Participation,2025,1
And Destination Loyalty,2025,1
And Heritage Tourism,2025,1
And Smart Tourism,2025,1
And Tourism In,2025,1
Arab Emirates,2025,1
Arab World,2025,1
Arabic And English,2025,1
Arabic Art,2025,1
Arabic Calligraphy,2025,1
Arabic Language Learning,2025,1
Arabic Version,2025,1
Archaeological Heritage,2025,1
Archaeological Site,2025,1
Archaeology,2025,1
Architectural Heritage,2025,1
Artifacts,2025,1
Authenticity In Tourism,2025,1
Big Data Analytics,2025,1
Booking,2025,1
Calligraphy,2025,1
Chinese Outbound Tourists,2025,1
Chinese Tourists,2025,1
Circular Economy,2025,1
City Promotion,2025,1
Community Heritage,2025,1
Community Participation In,2025,1
Conservation In,2025,1
Conservation Of Cultural,2025,1
Cultural Data,2025,1
Cultural Heritage Knowledge,2025,1
Cultural Heritage Of,2025,1
Cultural Heritage Preservation,2025,1
Cultural Heritage Protection,2025,1
Cultural Heritage Sites,2025,1
Cultural Innovation,2025,1
Cultural Policy,2025,1
Culture And Tourism,2025,1
Dark Heritage,2025,1
Data Integration,2025,1
Data Marketing,2025,1
Data-Driven,2025,1
Dataset,2025,1
Destination Competitiveness,2025,1
Destination Image Formation,2025,1
Destination Image In,2025,1
Destination Image On,2025,1
Destination Loyalty,2025,1
Destination Promotion,2025,1
Digital Culture,2025,1
Digital Heritage,2025,1
Digital Innovation,2025,1
Digital Preservation,2025,1
Digital Twin Technology,2025,1
Domain,2025,1
Dubai,2025,1
Earthquake,2025,1
Economy In,2025,1
Educational Tourism,2025,1
Egyptian Museum,2025,1
Embroidery,2025,1
Emerging Tourism,2025,1
Erbil,2025,1
Event Planning,2025,1
Exhibitions,2025,1
Experiential Tourism,2025,1
Festival Tourism,2025,1
For Sustainable Tourism,2025,1
Generative Artificial,2025,1
Generative Artificial Intelligence,2025,1
Grounded Theory,2025,1
Guideline,2025,1
Hajj And Umrah,2025,1
Heritage And Cultural,2025,1
Heritage At,2025,1
Heritage At Risk,2025,1
Heritage Data,2025,1
Heritage Education,2025,1
Heritage Interpretation,2025,1
Heritage Interpretation And,2025,1
Heritage Knowledge,2025,1
Heritage Knowledge Graph,2025,1
Heritage Landscape,2025,1
Heritage Law,2025,1
Heritage Museum,2025,1
Heritage Promotion,2025,1
Heritage Protection,2025,1
Heritage Research,2025,1
Heritage Sector,2025,1
Historic Tourism,2025,1
Hospitality And Tourism,2025,1
Image And Destination,2025,1
In Arab,2025,1
In Arabic,2025,1
In Arabic Language,2025,1
In Heritage Tourism,2025,1
In Hospitality And,2025,1
In Sustainable Tourism,2025,1
In Thailand,2025,1
In Tourism In,2025,1
In Tourism Research,2025,1
In Travel,2025,1
In Virtual,2025,1
Inclusive Tourism,2025,1
Industrial Heritage,2025,1
Influencer Marketing,2025,1
Intangible Heritage,2025,1
Inter Tourism,2025,1
International Tourism,2025,1
